os,cpu,gpu,ram,kernel,driver,cpuscheduler
Omarchy,AMD Ryzen 9 5900X 12-Core Processor,NVIDIA GeForce RTX 3070,40963824,7.2.5-3-omarchy,,performance
fps,frametime,cpu_load,cpu_power,gpu_load,cpu_temp,gpu_temp,gpu_core_clock,gpu_mem_clock,gpu_vram_used,gpu_power,ram_used,swap_used,process_rss,cpu_mhz,elapsed
151.991,6.57932,22.5678,0,98,67,60,1890,6801,4.22999,198,13.6283,0,0,4699,77278101514
149.103,6.70679,22.5678,0,98,67,60,1890,6801,4.22999,198,13.6283,0,0,4699,77378189278
143.432,6.97194,22.5678,0,98,67,60,1890,6801,4.22999,198,13.6283,0,0,4699,77478277553
181.114,5.5214,22.5678,0,98,67,60,1890,6801,4.22999,198,13.6283,0,0,4699,77578379657
156.421,6.393,23.591,0,93,66,60,1890,6801,4.24054,212,13.6269,0,0,4629,77678500032
158.24,6.31953,23.591,0,93,66,60,1890,6801,4.24054,212,13.6269,0,0,4629,77778616556
198.519,5.03731,23.591,0,93,66,60,1890,6801,4.24054,212,13.6269,0,0,4629,77878705201
175.073,5.71189,23.591,0,93,66,60,1890,6801,4.24054,212,13.6269,0,0,4629,77978789865
177.628,5.62975,24.1022,0,97,66,60,1890,6801,4.2674,219,13.6271,0,0,4647,78078872170
145.634,6.86652,24.1022,0,97,66,60,1890,6801,4.2674,219,13.6271,0,0,4647,78178963034
136.699,7.31535,24.1022,0,97,66,60,1890,6801,4.2674,219,13.6271,0,0,4647,78279050669
121.513,8.22956,24.1022,0,97,66,60,1890,6801,4.2674,219,13.6271,0,0,4647,78379121863
138.295,7.23093,24.1022,0,97,66,60,1890,6801,4.2674,219,13.6271,0,0,4647,78479236378
136.677,7.31654,26.0663,0,99,66,61,1890,6801,4.2923,223,13.6355,0,0,4724,78579329312
146.987,6.80333,26.0663,0,99,66,61,1890,6801,4.2923,223,13.6355,0,0,4724,78679412097
137.71,7.26164,26.0663,0,99,66,61,1890,6801,4.2923,223,13.6355,0,0,4724,78779506111
134.623,7.42816,26.0663,0,99,66,61,1890,6801,4.2923,223,13.6355,0,0,4724,78879588926
154.004,6.49333,26.0663,0,99,66,61,1890,6801,4.2923,223,13.6355,0,0,4724,78979669140
151.91,6.58286,25.5183,0,97,66,60,1890,6801,4.3006,220,13.6505,0,0,4646,79079716795
147.046,6.80058,25.5183,0,97,66,60,1890,6801,4.3006,220,13.6505,0,0,4646,79179805449
121.545,8.22741,25.5183,0,97,66,60,1890,6801,4.3006,220,13.6505,0,0,4646,79279898204
156.201,6.40201,25.5183,0,97,66,60,1890,6801,4.3006,220,13.6505,0,0,4646,79379987968
118.559,8.43465,25.5183,0,97,66,60,1890,6801,4.3006,220,13.6505,0,0,4646,79480076473
133.605,7.48474,25.5183,0,97,66,60,1890,6801,4.3006,220,13.6505,0,0,4646,79580143017
172.201,5.80717,21.8225,0,93,65,60,1890,6801,4.24825,210,13.6506,0,0,4700,79680232712
158.698,6.30129,21.8225,0,93,65,60,1890,6801,4.24825,210,13.6506,0,0,4700,79780322586
119.068,8.39858,21.8225,0,93,65,60,1890,6801,4.24825,210,13.6506,0,0,4700,79880428561
166.312,6.0128,21.8225,0,93,65,60,1890,6801,4.24825,210,13.6506,0,0,4700,79980530295
133.815,7.47303,21.8225,0,93,65,60,1890,6801,4.24825,210,13.6506,0,0,4700,80080666770
150.13,6.66088,23.8395,0,96,65,60,1890,6801,4.23419,206,13.6504,0,0,4709,80180776144
120.295,8.31292,23.8395,0,96,65,60,1890,6801,4.23419,206,13.6504,0,0,4709,80280861759
130.153,7.68326,23.8395,0,96,65,60,1890,6801,4.23419,206,13.6504,0,0,4709,80380953853
147.126,6.79689,23.8395,0,96,65,60,1890,6801,4.23419,206,13.6504,0,0,4709,80481051338
141.278,7.07825,23.8395,0,96,65,60,1890,6801,4.23419,206,13.6504,0,0,4709,80581170112
146.807,6.81166,26.9293,0,98,65,60,1890,6801,4.25128,216,13.6675,0,0,4625,80681283137
145.417,6.87677,26.9293,0,98,65,60,1890,6801,4.25128,216,13.6675,0,0,4625,80781381011
136.993,7.29967,26.9293,0,98,65,60,1890,6801,4.25128,216,13.6675,0,0,4625,80881477736
99.9026,10.0097,26.9293,0,98,65,60,1890,6801,4.25128,216,13.6675,0,0,4625,80981595990
76.4128,13.0868,26.9293,0,98,65,60,1890,6801,4.25128,216,13.6675,0,0,4625,81081686834
134.275,7.44743,26.5563,0,97,65,59,1890,6801,4.25372,202,13.6713,0,0,4700,81181777409
152.255,6.56791,26.5563,0,97,65,59,1890,6801,4.25372,202,13.6713,0,0,4700,81281860713
112.073,8.92275,26.5563,0,97,65,59,1890,6801,4.25372,202,13.6713,0,0,4700,81381962998
122.971,8.13201,26.5563,0,97,65,59,1890,6801,4.25372,202,13.6713,0,0,4700,81482043562
112.404,8.89652,26.5563,0,97,65,59,1890,6801,4.25372,202,13.6713,0,0,4700,81582128827
133.452,7.49333,26.5563,0,97,65,59,1890,6801,4.25372,202,13.6713,0,0,4700,81682242501
122.589,8.15733,28.0285,0,96,67,60,1890,6801,4.25372,204,13.6743,0,0,4649,81782342986
166.131,6.01934,28.0285,0,96,67,60,1890,6801,4.25372,204,13.6743,0,0,4649,81882442440
164.404,6.08257,28.0285,0,96,67,60,1890,6801,4.25372,204,13.6743,0,0,4649,81982518185
103.601,9.65244,28.0285,0,96,67,60,1890,6801,4.25372,204,13.6743,0,0,4649,82082604959
149.016,6.71067,26.5127,0,96,67,60,1890,6801,4.25372,204,13.6784,0,0,4650,82182690324
134.343,7.44361,26.5127,0,96,67,60,1890,6801,4.25372,204,13.6784,0,0,4650,82282778788
166.333,6.01205,26.5127,0,96,67,60,1890,6801,4.25372,204,13.6784,0,0,4650,82382868713
132.506,7.54682,26.5127,0,96,67,60,1890,6801,4.25372,204,13.6784,0,0,4650,82482959247
146.598,6.82139,26.5127,0,96,67,60,1890,6801,4.25372,204,13.6784,0,0,4650,82583044212
137.417,7.27714,24.8815,0,91,67,60,1890,6801,4.24786,213,13.6828,0,0,4700,82683105246
166.261,6.01465,24.8815,0,91,67,60,1890,6801,4.24786,213,13.6828,0,0,4700,82783196611
178.514,5.60179,24.8815,0,91,67,60,1890,6801,4.24786,213,13.6828,0,0,4700,82883282295
159.736,6.26033,24.8815,0,91,67,60,1890,6801,4.24786,213,13.6828,0,0,4700,82983370630
193.722,5.16205,24.8815,0,91,67,60,1890,6801,4.24786,213,13.6828,0,0,4700,83083473724
167.686,5.96353,22.1781,0,99,67,61,1890,6801,4.26212,214,13.686,0,0,4650,83183534419
142.587,7.01324,22.1781,0,99,67,61,1890,6801,4.26212,214,13.686,0,0,4650,83283589153
138.762,7.20659,22.1781,0,99,67,61,1890,6801,4.26212,214,13.686,0,0,4650,83383706388
164.062,6.09526,22.1781,0,99,67,61,1890,6801,4.26212,214,13.686,0,0,4650,83483824082
167.578,5.96736,22.1781,0,99,67,61,1890,6801,4.26212,214,13.686,0,0,4650,83583938507
169.6,5.89623,22.1781,0,99,67,61,1890,6801,4.26212,214,13.686,0,0,4650,83684029531
144.321,6.929,22.7057,0,99,66,61,1890,6801,4.26486,221,13.687,0,0,4663,83784143816
174.004,5.74698,22.7057,0,99,66,61,1890,6801,4.26486,221,13.687,0,0,4663,83884216810
145.263,6.88406,22.7057,0,99,66,61,1890,6801,4.26486,221,13.687,0,0,4663,83984303515
132.815,7.52927,22.7057,0,99,66,61,1890,6801,4.26486,221,13.687,0,0,4663,84084389999
147.288,6.78944,27.94,0,99,66,61,1890,6801,4.29669,224,13.6861,0,0,4630,84184484044
172.513,5.79667,27.94,0,99,66,61,1890,6801,4.29669,224,13.6861,0,0,4630,84284555398
178.856,5.5911,27.94,0,99,66,61,1890,6801,4.29669,224,13.6861,0,0,4630,84384643833
151.865,6.5848,27.94,0,99,66,61,1890,6801,4.29669,224,13.6861,0,0,4630,84484740397
170.395,5.86873,27.94,0,99,66,61,1890,6801,4.29669,224,13.6861,0,0,4630,84584877672
158.461,6.31072,22.8868,0,99,66,61,1890,6801,4.28947,223,13.6914,0,0,4650,84684965916
199.088,5.0229,22.8868,0,99,66,61,1890,6801,4.28947,223,13.6914,0,0,4650,84785050161
141.579,7.0632,22.8868,0,99,66,61,1890,6801,4.28947,223,13.6914,0,0,4650,84885131865
162.685,6.14684,22.8868,0,99,66,61,1890,6801,4.28947,223,13.6914,0,0,4650,84985218640
151.91,6.58285,22.8868,0,99,66,61,1890,6801,4.28947,223,13.6914,0,0,4650,85085317364
175.732,5.69048,21.643,0,99,66,61,1890,6801,4.28956,220,13.6918,0,0,4650,85185408549
152.681,6.54959,21.643,0,99,66,61,1890,6801,4.28956,220,13.6918,0,0,4650,85285499963
140.621,7.11134,21.643,0,99,66,61,1890,6801,4.28956,220,13.6918,0,0,4650,85385587758
200.977,4.9757,21.643,0,99,66,61,1890,6801,4.28956,220,13.6918,0,0,4650,85485673522
140.541,7.11537,21.643,0,99,66,61,1890,6801,4.28956,220,13.6918,0,0,4650,85585765576
141.093,7.08755,21.643,0,99,66,61,1890,6801,4.28956,220,13.6918,0,0,4650,85685860831
115.273,8.67509,27.5835,0,99,67,61,1890,6801,4.29669,221,13.6918,0,0,4639,85785945445
146.578,6.8223,27.5835,0,99,67,61,1890,6801,4.29669,221,13.6918,0,0,4639,85886029720
135.866,7.36022,27.5835,0,99,67,61,1890,6801,4.29669,221,13.6918,0,0,4639,85986142794
177.18,5.64399,27.5835,0,99,67,61,1890,6801,4.29669,221,13.6918,0,0,4639,86086279799
140.778,7.1034,30.3272,0,98,67,60,1890,6801,4.29669,219,13.6969,0,0,4620,86186373323
121.166,8.25312,30.3272,0,98,67,60,1890,6801,4.29669,219,13.6969,0,0,4620,86286474818
131.02,7.6324,30.3272,0,98,67,60,1890,6801,4.29669,219,13.6969,0,0,4620,86386579702
138.593,7.21536,30.3272,0,98,67,60,1890,6801,4.29669,219,13.6969,0,0,4620,86486710527
143.958,6.94646,30.3272,0,98,67,60,1890,6801,4.29669,219,13.6969,0,0,4620,86586806451
120.003,8.33314,28.0952,0,98,67,60,1890,6801,4.25216,219,13.7031,0,0,4649,86686923896
96.4751,10.3654,28.0952,0,98,67,60,1890,6801,4.25216,219,13.7031,0,0,4649,86787033390
154.447,6.4747,28.0952,0,98,67,60,1890,6801,4.25216,219,13.7031,0,0,4649,86887126075
143.503,6.9685,28.0952,0,98,67,60,1890,6801,4.25216,219,13.7031,0,0,4649,86987236339
135.078,7.40311,28.0952,0,98,67,60,1890,6801,4.25216,219,13.7031,0,0,4649,87087336524
100.008,9.99917,23.7113,0,99,67,61,1890,6801,4.24982,221,13.7021,0,0,4624,87187424998
97.9298,10.2114,23.7113,0,99,67,61,1890,6801,4.24982,221,13.7021,0,0,4624,87287518873
125.831,7.9472,23.7113,0,99,67,61,1890,6801,4.24982,221,13.7021,0,0,4624,87387643317
138.609,7.21456,23.7113,0,99,67,61,1890,6801,4.24982,221,13.7021,0,0,4624,87487757692
172.763,5.78829,23.7113,0,99,67,61,1890,6801,4.24982,221,13.7021,0,0,4624,87587886116
121.654,8.22006,23.7113,0,99,67,61,1890,6801,4.24982,221,13.7021,0,0,4624,87688008361
127.597,7.8372,26.9261,0,99,67,61,1890,6801,4.24982,224,13.7026,0,0,4672,87788102875
119.337,8.3796,26.9261,0,99,67,61,1890,6801,4.24982,224,13.7026,0,0,4672,87888196930
125.691,7.95604,26.9261,0,99,67,61,1890,6801,4.24982,224,13.7026,0,0,4672,87988289544
136.286,7.3375,26.9261,0,99,67,61,1890,6801,4.24982,224,13.7026,0,0,4672,88088378519
154.24,6.4834,26.7673,0,99,67,61,1890,6801,4.24982,224,13.7032,0,0,4652,88188501213
161.857,6.17829,26.7673,0,99,67,61,1890,6801,4.24982,224,13.7032,0,0,4652,88288590128
138.954,7.19665,26.7673,0,99,67,61,1890,6801,4.24982,224,13.7032,0,0,4652,88388679662
131.997,7.57592,26.7673,0,99,67,61,1890,6801,4.24982,224,13.7032,0,0,4652,88488766237
123.372,8.1056,26.7673,0,99,67,61,1890,6801,4.24982,224,13.7032,0,0,4652,88588889811
147.553,6.77722,25.0199,0,99,67,61,1890,6801,4.24982,227,13.703,0,0,4650,88688978926
140.79,7.10277,25.0199,0,99,67,61,1890,6801,4.24982,227,13.703,0,0,4650,88789062180
184.187,5.42928,25.0199,0,99,67,61,1890,6801,4.24982,227,13.703,0,0,4650,88889155905
117.573,8.50535,25.0199,0,99,67,61,1890,6801,4.24982,227,13.703,0,0,4650,88989269099
151.803,6.5875,25.0199,0,99,67,61,1890,6801,4.24982,227,13.703,0,0,4650,89089357404
117.034,8.54453,24.4444,0,99,67,61,1890,6801,4.24982,226,13.7037,0,0,4660,89189445708
112.799,8.86536,24.4444,0,99,67,61,1890,6801,4.24982,226,13.7037,0,0,4660,89289572682
106.524,9.38759,24.4444,0,99,67,61,1890,6801,4.24982,226,13.7037,0,0,4660,89389659437
157.031,6.36817,24.4444,0,99,67,61,1890,6801,4.24982,226,13.7037,0,0,4660,89489777121
151.831,6.58627,24.4444,0,99,67,61,1890,6801,4.24982,226,13.7037,0,0,4660,89589883936
149.174,6.70357,24.4444,0,99,67,61,1890,6801,4.24982,226,13.7037,0,0,4660,89689975040
149.184,6.70315,24.4604,0,98,66,61,1890,6801,4.24982,225,13.7038,0,0,4666,89790035575
139.145,7.18673,24.4604,0,98,66,61,1890,6801,4.24982,225,13.7038,0,0,4666,89890148629
158.773,6.29832,24.4604,0,98,66,61,1890,6801,4.24982,225,13.7038,0,0,4666,89990241664
123.228,8.11502,24.4604,0,98,66,61,1890,6801,4.24982,225,13.7038,0,0,4666,90090322528
140.812,7.10165,24.4604,0,98,66,61,1890,6801,4.24982,225,13.7038,0,0,4666,90190408563
123.061,8.12602,23.6967,0,98,66,62,1890,6801,4.24982,226,13.7041,0,0,4675,90290499267
131.066,7.62977,23.6967,0,98,66,62,1890,6801,4.24982,226,13.7041,0,0,4675,90390639782
170.883,5.85196,23.6967,0,98,66,62,1890,6801,4.24982,226,13.7041,0,0,4675,90490732586
141.114,7.08649,23.6967,0,98,66,62,1890,6801,4.24982,226,13.7041,0,0,4675,90590818281
129.605,7.71576,23.6967,0,98,66,62,1890,6801,4.24982,226,13.7041,0,0,4675,90690907295
126.274,7.91927,26.8215,0,99,66,62,1890,6801,4.24982,227,13.6953,0,0,4651,90791004410
110.012,9.08989,26.8215,0,99,66,62,1890,6801,4.24982,227,13.6953,0,0,4651,90891092414
150.079,6.66316,26.8215,0,99,66,62,1890,6801,4.24982,227,13.6953,0,0,4651,90991183999
123.586,8.09154,26.8215,0,99,66,62,1890,6801,4.24982,227,13.6953,0,0,4651,91091279473
127.459,7.84568,26.8215,0,99,66,62,1890,6801,4.24982,227,13.6953,0,0,4651,91191343888
122.958,8.13288,23.84,0,95,66,61,1890,6801,4.24982,226,13.6946,0,0,4625,91291436562
158.199,6.32115,23.84,0,95,66,61,1890,6801,4.24982,226,13.6946,0,0,4625,91391543277
192.748,5.18813,23.84,0,95,66,61,1890,6801,4.24982,226,13.6946,0,0,4625,91491642031
135.899,7.35843,23.84,0,95,66,61,1890,6801,4.24982,226,13.6946,0,0,4625,91591724086
123.382,8.10489,23.84,0,95,66,61,1890,6801,4.24982,226,13.6946,0,0,4625,91691816210
139.808,7.15266,23.1265,0,99,65,62,1890,6801,4.23585,225,13.695,0,0,4700,91791911345
131.673,7.59459,23.1265,0,99,65,62,1890,6801,4.23585,225,13.695,0,0,4700,91891996929
170.017,5.88177,23.1265,0,99,65,62,1890,6801,4.23585,225,13.695,0,0,4700,91992094404
131.647,7.5961,23.1265,0,99,65,62,1890,6801,4.23585,225,13.695,0,0,4700,92092190328
125.376,7.97599,23.1265,0,99,65,62,1890,6801,4.23585,225,13.695,0,0,4700,92192321733
156.848,6.37561,22.5935,0,99,65,62,1890,6801,4.23419,224,13.6942,0,0,4660,92292422247
159.767,6.25913,22.5935,0,99,65,62,1890,6801,4.23419,224,13.6942,0,0,4660,92392508172
131.914,7.58072,22.5935,0,99,65,62,1890,6801,4.23419,224,13.6942,0,0,4660,92492595826
143.246,6.98101,22.5935,0,99,65,62,1890,6801,4.23419,224,13.6942,0,0,4660,92592686741
162.013,6.17233,22.5935,0,99,65,62,1890,6801,4.23419,224,13.6942,0,0,4660,92692769315
164.042,6.096,21.7949,0,99,65,62,1890,6801,4.25372,223,13.6956,0,0,4624,92792815140
156.098,6.40625,21.7949,0,99,65,62,1890,6801,4.25372,223,13.6956,0,0,4624,92892897654
147.31,6.7884,21.7949,0,99,65,62,1890,6801,4.25372,223,13.6956,0,0,4624,92992985509
152.219,6.56948,21.7949,0,99,65,62,1890,6801,4.25372,223,13.6956,0,0,4624,93093074773
162.206,6.165,21.7949,0,99,65,62,1890,6801,4.25372,223,13.6956,0,0,4624,93193162988
190.423,5.25146,19.3191,0,99,65,62,1890,6801,4.25372,223,13.6943,0,0,4649,93293252772
220.938,4.52616,19.3191,0,99,65,62,1890,6801,4.25372,223,13.6943,0,0,4649,93393337447
160.873,6.21608,19.3191,0,99,65,62,1890,6801,4.25372,223,13.6943,0,0,4649,93493377041
169.304,5.90654,19.3191,0,99,65,62,1890,6801,4.25372,223,13.6943,0,0,4649,93593461216
157.102,6.3653,19.3191,0,99,65,62,1890,6801,4.25372,223,13.6943,0,0,4649,93693552390
153.48,6.5155,19.7273,0,98,65,61,1890,6801,4.24913,223,13.6987,0,0,4688,93793645164
158.119,6.32434,19.7273,0,98,65,61,1890,6801,4.24913,223,13.6987,0,0,4688,93893739309
161.296,6.1998,19.7273,0,98,65,61,1890,6801,4.24913,223,13.6987,0,0,4688,93993878383
168.379,5.93897,19.7273,0,98,65,61,1890,6801,4.24913,223,13.6987,0,0,4688,94093969638
165.534,6.04104,19.7273,0,98,65,61,1890,6801,4.24913,223,13.6987,0,0,4688,94194054902
167.069,5.98555,18.9833,0,98,65,61,1890,6801,4.24913,223,13.6998,0,0,4698,94294139697
161.8,6.18048,18.9833,0,98,65,61,1890,6801,4.24913,223,13.6998,0,0,4698,94394229531
169.345,5.9051,18.9833,0,98,65,61,1890,6801,4.24913,223,13.6998,0,0,4698,94494345536
165.339,6.04817,18.9833,0,98,65,61,1890,6801,4.24913,223,13.6998,0,0,4698,94594450100
164.347,6.08469,18.9833,0,98,65,61,1890,6801,4.24913,223,13.6998,0,0,4698,94694536405
195.35,5.11901,14.2857,0,99,65,61,1890,6801,4.28693,223,13.6634,0,0,4734,94794618309
191.715,5.21608,14.2857,0,99,65,61,1890,6801,4.28693,223,13.6634,0,0,4734,94894661984
146.838,6.81022,14.2857,0,99,65,61,1890,6801,4.28693,223,13.6634,0,0,4734,94994746338
165.354,6.04764,14.2857,0,99,65,61,1890,6801,4.28693,223,13.6634,0,0,4734,95094828063
166.023,6.02326,14.2857,0,99,65,61,1890,6801,4.28693,223,13.6634,0,0,4734,95194911497
163.823,6.10414,19.1792,0,92,65,61,1890,6801,4.2838,218,13.6744,0,0,4649,95295025472
171.315,5.83721,19.1792,0,92,65,61,1890,6801,4.2838,218,13.6744,0,0,4649,95395183336
163.905,6.10108,19.1792,0,92,65,61,1890,6801,4.2838,218,13.6744,0,0,4649,95495413141
169.077,5.91446,19.1792,0,92,65,61,1890,6801,4.2838,218,13.6744,0,0,4649,95595501475
169.115,5.91313,19.1792,0,92,65,61,1890,6801,4.2838,218,13.6744,0,0,4649,95695588440
189.409,5.27957,19.1792,0,92,65,61,1890,6801,4.2838,218,13.6744,0,0,4649,95795674304
137.762,7.25891,19.4255,0,95,66,59,1890,6801,4.28458,198,13.6574,0,0,4750,95895765099
159.433,6.27222,19.4255,0,95,66,59,1890,6801,4.28458,198,13.6574,0,0,4750,95995864013
252.84,3.95507,19.4255,0,95,66,59,1890,6801,4.28458,198,13.6574,0,0,4750,96095992168
94.9781,10.5287,19.4255,0,95,66,59,1890,6801,4.28458,198,13.6574,0,0,4750,96196088432
142.611,7.01208,23.8321,0,91,66,59,1890,6801,4.28693,186,13.6652,0,0,4667,96296189997
110.976,9.01095,23.8321,0,91,66,59,1890,6801,4.28693,186,13.6652,0,0,4667,96396270851
570.285,1.75351,23.8321,0,91,66,59,1890,6801,4.28693,186,13.6652,0,0,4667,96496356666
126.271,7.91947,23.8321,0,91,66,59,1890,6801,4.28693,186,13.6652,0,0,4667,96596429240
142.935,6.99618,23.8321,0,91,66,59,1890,6801,4.28693,186,13.6652,0,0,4667,96696513915
133.238,7.50538,23.92,0,96,66,60,1890,6801,4.29103,196,13.6674,0,0,4679,96796599479
122.477,8.16479,23.92,0,96,66,60,1890,6801,4.29103,196,13.6674,0,0,4679,96896692334
97.6209,10.2437,23.92,0,96,66,60,1890,6801,4.29103,196,13.6674,0,0,4679,96996770748
134.477,7.43624,23.92,0,96,66,60,1890,6801,4.29103,196,13.6674,0,0,4679,97096859623
136.425,7.33001,23.92,0,96,66,60,1890,6801,4.29103,196,13.6674,0,0,4679,97196959157
136.976,7.30054,24.0316,0,84,66,60,1890,6801,4.28868,197,13.6689,0,0,4625,97297074062
177.304,5.64003,24.0316,0,84,66,60,1890,6801,4.28868,197,13.6689,0,0,4625,97397165526
100.136,9.98638,24.0316,0,84,66,60,1890,6801,4.28868,197,13.6689,0,0,4625,97497260561
128.302,7.79414,24.0316,0,84,66,60,1890,6801,4.28868,197,13.6689,0,0,4625,97597345035
125.303,7.98066,24.0316,0,84,66,60,1890,6801,4.28868,197,13.6689,0,0,4625,97697434850
176.076,5.67937,24.0316,0,84,66,60,1890,6801,4.28868,197,13.6689,0,0,4625,97797544664
137.229,7.28708,23.9526,0,94,65,60,1890,6801,4.24991,201,13.6782,0,0,4650,97897658948
129.105,7.74566,23.9526,0,94,65,60,1890,6801,4.24991,201,13.6782,0,0,4650,97997758203
109.264,9.15214,23.9526,0,94,65,60,1890,6801,4.24991,201,13.6782,0,0,4650,98097880387
139.748,7.15574,23.9526,0,94,65,60,1890,6801,4.24991,201,13.6782,0,0,4650,98197968382
128.293,7.79464,23.6926,0,91,65,60,1890,6801,4.23937,202,13.6784,0,0,4689,98298069616
110.326,9.06407,23.6926,0,91,65,60,1890,6801,4.23937,202,13.6784,0,0,4689,98398163771
123.944,8.06819,23.6926,0,91,65,60,1890,6801,4.23937,202,13.6784,0,0,4689,98498257145
112.098,8.92077,23.6926,0,91,65,60,1890,6801,4.23937,202,13.6784,0,0,4689,98598345700
124.136,8.05571,23.6926,0,91,65,60,1890,6801,4.23937,202,13.6784,0,0,4689,98698440234
140.647,7.10998,24.1653,0,99,65,61,1890,6801,4.23907,208,13.6781,0,0,4631,98798528169
161.683,6.18493,24.1653,0,99,65,61,1890,6801,4.23907,208,13.6781,0,0,4631,98898615913
149.187,6.70298,24.1653,0,99,65,61,1890,6801,4.23907,208,13.6781,0,0,4631,98998735158
103.122,9.69724,24.1653,0,99,65,61,1890,6801,4.23907,208,13.6781,0,0,4631,99098882892
124.394,8.03895,24.1653,0,99,65,61,1890,6801,4.23907,208,13.6781,0,0,4631,99198994277
120.8,8.27818,22.1514,0,99,65,61,1890,6801,4.23907,208,13.6793,0,0,4641,99299088961
106.787,9.3644,22.1514,0,99,65,61,1890,6801,4.23907,208,13.6793,0,0,4641,99399194686
113.235,8.83117,22.1514,0,99,65,61,1890,6801,4.23907,208,13.6793,0,0,4641,99499322430
106.244,9.41227,22.1514,0,99,65,61,1890,6801,4.23907,208,13.6793,0,0,4641,99599422905
137.313,7.28263,22.1514,0,99,65,61,1890,6801,4.23907,208,13.6793,0,0,4641,99699522719
103.863,9.62804,22.1514,0,99,65,61,1890,6801,4.23907,208,13.6793,0,0,4641,99799608104
104.638,9.55672,27.8662,0,99,66,61,1890,6801,4.23615,220,13.6911,0,0,4600,99899689958
95.2204,10.5019,27.8662,0,99,66,61,1890,6801,4.23615,220,13.6911,0,0,4600,99999801103
108.176,9.24419,27.8662,0,99,66,61,1890,6801,4.23615,220,13.6911,0,0,4600,100099886647
99.7262,10.0275,27.8662,0,99,66,61,1890,6801,4.23615,220,13.6911,0,0,4600,100199951302
103.316,9.67909,25.1592,0,99,66,61,1890,6801,4.23615,220,13.7052,0,0,4656,100300041786
131.233,7.62003,25.1592,0,99,66,61,1890,6801,4.23615,220,13.7052,0,0,4656,100400162331
189.431,5.27898,25.1592,0,99,66,61,1890,6801,4.23615,220,13.7052,0,0,4656,100500342795
137.562,7.26946,25.1592,0,99,66,61,1890,6801,4.23615,220,13.7052,0,0,4656,100600429940
124.887,8.00721,25.1592,0,99,66,61,1890,6801,4.23615,220,13.7052,0,0,4656,100700502454
147.46,6.7815,23.6696,0,99,66,61,1890,6801,4.23615,220,13.6769,0,0,4656,100800604259
145.739,6.86159,23.6696,0,99,66,61,1890,6801,4.23615,220,13.6769,0,0,4656,100900691593
159.517,6.26893,23.6696,0,99,66,61,1890,6801,4.23615,220,13.6769,0,0,4656,101000791818
123.112,8.12268,23.6696,0,99,66,61,1890,6801,4.23615,220,13.6769,0,0,4656,101100883212
149.586,6.68514,23.6696,0,99,66,61,1890,6801,4.23615,220,13.6769,0,0,4656,101200974827
121.506,8.23006,23.6696,0,99,66,61,1890,6801,4.23615,220,13.6769,0,0,4656,101301074551
41.2792,24.2253,23.2355,0,97,66,61,1890,6801,4.23615,219,13.6822,0,0,4612,101401191086
109.954,9.09474,23.2355,0,97,66,61,1890,6801,4.23615,219,13.6822,0,0,4612,101501275690
101.803,9.82288,23.2355,0,97,66,61,1890,6801,4.23615,219,13.6822,0,0,4612,101601385875
108.693,9.20022,23.2355,0,97,66,61,1890,6801,4.23615,219,13.6822,0,0,4612,101701473929
21.9756,45.5049,23.2355,0,97,66,61,1890,6801,4.23615,219,13.6822,0,0,4612,101801515053
216.826,4.61199,24.3178,0,98,67,61,1890,6801,4.24103,218,13.7,0,0,4650,101901595718
98.516,10.1506,24.3178,0,98,67,61,1890,6801,4.24103,218,13.7,0,0,4650,102001678142
101.71,9.83192,24.3178,0,98,67,61,1890,6801,4.24103,218,13.7,0,0,4650,102101780457
122.063,8.19246,24.3178,0,98,67,61,1890,6801,4.24103,218,13.7,0,0,4650,102201866061
101.252,9.87634,24.3178,0,98,67,61,1890,6801,4.24103,218,13.7,0,0,4650,102301954836
143.069,6.98965,23.2243,0,70,67,60,1890,6801,4.267,212,13.7016,0,0,4700,102402044450
115.966,8.62321,23.2243,0,70,67,60,1890,6801,4.267,212,13.7016,0,0,4700,102502133435
131.487,7.60534,23.2243,0,70,67,60,1890,6801,4.267,212,13.7016,0,0,4700,102602223129
132.876,7.5258,23.2243,0,70,67,60,1890,6801,4.267,212,13.7016,0,0,4700,102702309204
108.812,9.19016,23.2243,0,70,67,60,1890,6801,4.267,212,13.7016,0,0,4700,102802511608
113.752,8.79107,22.8753,0,96,67,58,1890,6801,4.31495,208,13.6967,0,0,4656,102902612223
101.534,9.84894,22.8753,0,96,67,58,1890,6801,4.31495,208,13.6967,0,0,4656,103002699127
84.3384,11.857,22.8753,0,96,67,58,1890,6801,4.31495,208,13.6967,0,0,4656,103102793942
93.0714,10.7444,22.8753,0,96,67,58,1890,6801,4.31495,208,13.6967,0,0,4656,103202899116
93.0714,10.7444,22.8753,0,96,67,58,1890,6801,4.31495,208,13.6967,0,0,4656,103302991771
121.335,8.24164,18.5185,0,99,67,61,1890,6801,4.3088,213,13.7117,0,0,4724,103403070635
93.3554,10.7118,18.5185,0,99,67,61,1890,6801,4.3088,213,13.7117,0,0,4724,103503160140
114.285,8.75004,18.5185,0,99,67,61,1890,6801,4.3088,213,13.7117,0,0,4724,103603255504
99.1686,10.0838,18.5185,0,99,67,61,1890,6801,4.3088,213,13.7117,0,0,4724,103703352019
95.2434,10.4994,18.5185,0,99,67,61,1890,6801,4.3088,213,13.7117,0,0,4724,103803447633
