os,cpu,gpu,ram,kernel,driver,cpuscheduler
Omarchy,AMD Ryzen 9 5900X 12-Core Processor,NVIDIA GeForce RTX 3070,40963824,7.2.5-3-omarchy,,performance
fps,frametime,cpu_load,cpu_power,gpu_load,cpu_temp,gpu_temp,gpu_core_clock,gpu_mem_clock,gpu_vram_used,gpu_power,ram_used,swap_used,process_rss,cpu_mhz,elapsed
3.67097,272.408,11.0255,0,37,67,46,1785,6801,2.75448,100,8.85229,0,0,4750,7607412811
12.4132,80.5591,17.7928,0,13,67,44,1785,6801,2.76331,88,8.97003,0,0,4677,7707544585
15.2943,65.384,17.7928,0,13,67,44,1785,6801,2.76331,88,8.97003,0,0,4677,7807631720
15.2943,65.384,17.7928,0,13,67,44,1785,6801,2.76331,88,8.97003,0,0,4677,7907715674
15.2943,65.384,17.7928,0,13,67,44,1785,6801,2.76331,88,8.97003,0,0,4677,8007797759
15.2943,65.384,17.7928,0,13,67,44,1785,6801,2.76331,88,8.97003,0,0,4677,8107846053
15.2943,65.384,17.7928,0,13,67,44,1785,6801,2.76331,88,8.97003,0,0,4677,8207930728
15.2943,65.384,17.7928,0,13,67,44,1785,6801,2.76331,88,8.97003,0,0,4677,8308011852
15.2943,65.384,17.7928,0,13,67,44,1785,6801,2.76331,88,8.97003,0,0,4677,8408098397
15.2943,65.384,17.7928,0,13,67,44,1785,6801,2.76331,88,8.97003,0,0,4677,8508181201
15.2943,65.384,17.7928,0,13,67,44,1785,6801,2.76331,88,8.97003,0,0,4677,8608481986
15.2943,65.384,17.7928,0,13,67,44,1785,6801,2.76331,88,8.97003,0,0,4677,8708599650
1.00838,991.687,17.7928,0,13,67,44,1785,6801,2.76331,88,8.97003,0,0,4677,8808684625
1.00838,991.687,19.5515,0,13,66,43,1770,6801,2.75305,61,9.09456,0,0,4711,8908767329
11.0389,90.5889,19.5515,0,13,66,43,1770,6801,2.75305,61,9.09456,0,0,4711,9008853114
11.6149,86.0966,19.5515,0,13,66,43,1770,6801,2.75305,61,9.09456,0,0,4711,9108945928
10.6887,93.5566,19.5515,0,13,66,43,1770,6801,2.75305,61,9.09456,0,0,4711,9209032883
21.1897,47.1928,19.5515,0,13,66,43,1770,6801,2.75305,61,9.09456,0,0,4711,9309126937
16.6873,59.9257,20.9145,0,11,66,43,1770,6801,2.75269,58,9.15933,0,0,4687,9409214632
16.6873,59.9257,20.9145,0,11,66,43,1770,6801,2.75269,58,9.15933,0,0,4687,9509307586
17.4203,57.4043,20.9145,0,11,66,43,1770,6801,2.75269,58,9.15933,0,0,4687,9609404321
16.9012,59.1675,20.9145,0,11,66,43,1770,6801,2.75269,58,9.15933,0,0,4687,9709494485
16.9012,59.1675,20.9145,0,11,66,43,1770,6801,2.75269,58,9.15933,0,0,4687,9809578920
21.2359,47.0902,18.997,0,12,66,43,1770,6801,2.74817,58,9.24006,0,0,4713,9909661364
